sample-1,sample-10,sample-11,sample-13,sample-14,sample-16,sample-18,sample-20,sample-22,sample-23,sample-27,sample-3,sample-4,sample-6,sample-7,sample-9,Genera,avg_count
80.0821355236139,47.7308294209703,23.0179028132993,76.9230769230771,12.3076923076923,41.4276609305291,11.208967173739,73.6434108527132,17.7215189873418,82.6909600560618,175.843694493784,27.6422764227642,34.535686876439,7.79510022271715,300.852618757613,37.8947368421053,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,41.8140378704173
7.52908966461328,14.0845070422535,25.5754475703325,69.4183864915573,15.3846153846154,9.5602294455067,0.800640512409928,7.75193798449613,15.1898734177215,10.5115627189909,21.3143872113677,14.6341463414634,6.9071373752878,22.2717149220491,10.9622411693057,6.31578947368422,Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium,20.3361308730412
96.5092402464066,68.075117370892,117.647058823529,420.262664165103,258.461538461539,148.502230720204,20.0160128102482,109.819121447028,137.974683544304,491.240364400841,126.110124333926,158.536585365854,96.6999232540293,368.596881959912,63.3373934226554,214.736842105263,Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium 1,161.35340894256
10.9514031485284,5.47730829420971,23.0179028132993,7.50469043151971,3.07692307692308,22.3072020395156,1.60128102481986,10.3359173126615,3.79746835443038,112.824106517169,7.10479573712256,28.4552845528455,6.9071373752878,37.8619153674834,6.09013398294763,27.3684210526316,Actinobacteria; Actinobacteria; Corynebacteriales; Dietziaceae; Dietzia,10.5623872612594
8.89801505817934,5.47730829420971,15.9846547314578,26.266416510319,3.07692307692308,10.8349267049076,2.40192153722979,11.6279069767442,5.06329113924051,12.6138752627891,15.9857904085258,13.0081300813008,4.60475825019186,5.56792873051225,7.30816077953716,8.42105263157896,Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Micrococcus,10.4200237018895
25.325119780972,17.9968701095462,59.4629156010231,28.1425891181989,6.15384615384616,73.9324410452518,5.60448358686951,12.9198966408269,32.9113924050633,82.6909600560617,7.10479573712256,34.9593495934959,26.0936300844206,37.8619153674833,58.4652862362973,77.8947368421053,Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides,30.9454664851011
351.813826146475,356.025039123631,116.368286445013,67.5422138836774,52.3076923076924,205.226258763544,433.146517213772,167.958656330749,145.569620253165,183.601962158374,154.529307282416,147.967479674797,211.818879508826,210.467706013363,79.1717417783193,21.0526315789474,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,226.061404840543
9.58247775496237,8.60719874804383,3.19693094629156,1.87617260787993,418.461538461539,7.01083492670491,7.20576461168936,7.75193798449613,2.53164556962025,49.7547302032235,1.77619893428064,7.31707317073171,3.83729854182655,4.4543429844098,13.3982947624848,21.0526315789474,Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; uncultured,65.1344168653016
80.082135523614,52.4256651017215,13.4271099744246,5.62851782363978,9.23076923076924,19.1204588910134,148.118494795837,10.3359173126615,35.4430379746836,23.8262088297127,14.2095914742451,19.5121951219512,18.4190330007675,14.4766146993319,8.52618757612668,2.10526315789474,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella,46.8618787630028
290.896646132786,217.527386541471,62.0204603580563,9.38086303939964,52.3076923076924,140.216698534098,378.702962369896,120.15503875969,105.063291139241,187.105816398038,26.6429840142096,86.9918699186992,200.306983883346,81.2917594654789,38.9768574908648,4.21052631578948,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes,164.4361013262
276.522929500342,216.744913928013,62.0204603580563,15.0093808630394,280.000000000001,151.688973868706,403.522818254604,109.819121447028,79.746835443038,175.192711983181,19.538188277087,94.3089430894309,158.864159631619,57.9064587973274,35.3227771010963,46.3157894736842,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group,200.787068110394
32.8542094455852,22.6917057902974,12.7877237851662,11.2570356472796,80.0000000000001,35.0541746335246,52.0416333066454,18.0878552971576,18.9873417721519,27.3300630693763,14.2095914742451,9.75609756097561,25.3261703760553,13.3630289532294,2.43605359317906,35.7894736842106,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; dgA-11 gut group,35.2409260869284
39.6988364134155,21.1267605633803,45.3964194373402,1.87617260787993,9.23076923076924,41.427660930529,5.60448358686951,24.5478036175711,69.620253164557,88.9978976874562,1.77619893428064,36.5853658536585,28.3960092095165,28.9532293986637,9.74421437271622,16.8421052631579,Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,23.4801575385977
31.4852840520192,29.7339593114241,14.7058823529412,13.1332082551595,12.3076923076923,59.2734225621415,227.38190552442,38.7596899224806,10.126582278481,55.3608969866854,28.4191829484902,15.4471544715447,99.0023023791252,11.1358574610245,7.30816077953716,4.21052631578948,Cyanobacteria; Melainabacteria; Gastranaerophilales; uncultured bacterium; ,55.4316220522568
193.702943189596,158.841940532082,230.81841432225,125.703564727955,21.5384615384616,135.117909496495,292.233787029624,46.5116279069768,41.7721518987343,105.115627189909,42.6287744227354,47.1544715447154,99.0023023791252,45.6570155902006,520.097442143728,69.4736842105264,Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter,165.422431548066
49.9657768651609,61.0328638497652,134.910485933504,106.941838649156,83.0769230769232,117.272147864882,8.0064051240993,56.8475452196383,59.493670886076,115.6271899089,19.5381882770871,37.3983739837398,59.8618572524943,74.6102449888642,174.177831912302,317.894736842106,Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus,80.1723487662129
29.4318959616701,51.643192488263,17.9028132992328,5.62851782363978,18.4615384615385,7.01083492670491,4.00320256204965,11.6279069767442,53.1645569620253,42.0462508759636,8.88099467140321,60.9756097560976,8.44205679201842,38.9755011135858,17.0523751522533,21.0526315789474,Firmicutes; Bacilli; Bacillales; Planococcaceae; Caryophanon,19.1545707890141
3.42231348391513,7.04225352112676,2.55754475703325,1.87617260787993,12.3076923076923,2.54939451880179,2.40192153722979,3.87596899224806,5.0632911392405,6.30693763139454,1.77619893428064,4.8780487804878,2.30237912509593,5.56792873051225,6.09013398294763,4.21052631578948,Firmicutes; Bacilli; Bacillales; Planococcaceae; Solibacillus,4.59389896195414
6.84462696783026,14.8669796557121,36.4450127877238,9.38086303939963,3.07692307692308,18.4831102613129,1.60128102481986,3.87596899224807,7.59493670886077,11.9131044148563,10.6571936056839,13.8211382113821,9.20951650038373,33.4075723830736,35.3227771010963,25.2631578947368,Firmicutes; Bacilli; Bacillales; Planococcaceae; Sporosarcina,12.9569709733888
41.7522245037646,19.5618153364632,107.416879795397,20.6378986866792,12.3076923076923,7.64818355640536,4.00320256204964,58.139534883721,35.4430379746836,256.482130343378,7.10479573712256,67.479674796748,16.1166538756715,114.699331848553,12.1802679658953,88.421052631579,Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Jeotgalicoccus,30.4754138212073
211.498973305955,205.007824726135,115.728900255755,8968.10506566605,1156.92307692308,2121.73358827279,13.6108887109688,143.410852713178,344.303797468355,274.702172389629,175.843694493784,265.040650406504,363.008442056792,259.465478841871,64.5554202192449,1096.84210526316,Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,1827.5154739801
24.6406570841889,27.3865414710485,56.2659846547314,388.367729831145,27.6923076923078,175.270873167623,3.20256204963972,32.2997416020672,73.4177215189874,75.6832515767344,179.396092362345,39.0243902439024,51.4198004604758,16.7037861915368,14.6163215590744,16.8421052631579,Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus,100.403807992955
82.135523613963,81.377151799687,78.0051150895141,20.6378986866792,36.923076923077,42.0650095602295,28.8230584467575,96.8992248062016,125.316455696203,714.786264891381,35.5239786856128,226.016260162602,59.8618572524943,550.111358574611,26.7965895249695,46.3157894736843,Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes,52.8524048742725
11.6358658453114,7.04225352112676,8.31202046035805,1.87617260787993,3.07692307692308,3.18674314850223,4.80384307445957,27.1317829457365,12.6582278481012,25.9285213735109,5.32859680284192,33.3333333333333,3.83729854182656,27.8396436525613,7.30816077953716,4.21052631578948,Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Jeotgalibaca,5.70483167636586
